ID,Uid,age,sex,labor,repic_sid,best_weight,last_weight
61,62,35,男,轻,829:935:661:669:914:845:677:942:622:694:920:929:809:925:627:457:463:108:94:218:205:311:893:121:141:2,10.0:13.0:9.0:10.0:10.0:18.0:10.0:13.0:9.0:10.0:25.0:14.0:10.0:10.0:9.0:59.0:257.0:10.0:90.0:20.0:99.0:279.0:300.0:9.0:9.0:149.0,10.0:13.0:9.0:10.0:10.0:17.0:10.0:14.0:9.0:10.0:23.0:15.0:10.0:10.0:9.0:253.0:28.0:25.0:75.0:10.0:105.0:290.0:299.0:9.0:9.0:151.0
62,63,36,女,轻,870:73:853:983:993:879:855:11:892:1:100:165:119:914:674:720:711:198:472:471:459:642,236.0:48.0:10.0:10.0:36.0:35.0:10.0:47.0:27.0:53.0:99.0:15.0:10.0:40.0:11.0:10.0:27.0:400.0:51.0:67.0:142.0:10.0,243.0:50.0:10.0:10.0:34.0:33.0:10.0:49.0:23.0:53.0:100.0:15.0:10.0:40.0:11.0:10.0:27.0:345.0:51.0:67.0:142.0:10.0
63,64,21,男,中,112:910:936:195:833:622:301:452:94:661:870:95:633:745:855:683:878:871:455:908:800:4,9.0:10.0:40.0:243.0:10.0:9.0:199.0:132.0:19.0:9.0:61.0:83.0:9.0:10.0:10.0:10.0:179.0:61.0:218.0:40.0:35.0:151.0,9.0:40.0:40.0:140.0:10.0:9.0:231.0:10.0:91.0:9.0:11.0:11.0:9.0:21.0:24.0:10.0:229.0:61.0:340.0:10.0:10.0:151.0
64,65,31,女,重,451:495:116:473:15:929:685:679:79:113:658:14:902:885:909:928:810:812:189:109,178.0:10.0:15.0:161.0:35.0:50.0:10.0:21.0:70.0:10.0:10.0:47.0:127.0:173.0:10.0:35.0:10.0:10.0:407.0:101.0,120.0:219.0:15.0:10.0:70.0:40.0:10.0:18.0:23.0:10.0:10.0:57.0:116.0:184.0:38.0:12.0:14.0:10.0:449.0:100.0
65,66,39,女,重,721:95:667:908:102:924:909:94:196:874:883:527:992:811:147:132:627:636:71,10.0:56.0:35.0:9.0:61.0:41.0:9.0:9.0:426.0:195.0:105.0:254.0:151.0:29.0:9.0:44.0:9.0:9.0:121.0,38.0:9.0:27.0:10.0:80.0:30.0:10.0:9.0:399.0:290.0:10.0:244.0:39.0:9.0:9.0:9.0:9.0:9.0:149.0
66,67,37,男,重,95:493:548:35:682:109:909:474:152:157:908:240:1:701:2:743:301:914:899:636:632:634:814:1012,17.0:10.0:259.0:38.0:10.0:83.0:12.0:10.0:9.0:9.0:12.0:174.0:72.0:10.0:38.0:10.0:232.0:17.0:242.0:9.0:8.0:9.0:30.0:45.0,11.0:10.0:259.0:49.0:10.0:90.0:12.0:10.0:9.0:9.0:12.0:174.0:42.0:10.0:59.0:10.0:200.0:17.0:241.0:9.0:9.0:9.0:26.0:40.0
67,68,40,女,重,71:120:935:150:101:27:908:910:675:913:959:698:1031:694:832:830:820:633:622:882:881:223:207:525:444,11.0:9.0:40.0:9.0:101.0:142.0:10.0:10.0:10.0:30.0:10.0:10.0:10.0:10.0:25.0:10.0:10.0:9.0:9.0:11.0:289.0:186.0:194.0:340.0:9.0,9.0:9.0:10.0:9.0:100.0:140.0:10.0:30.0:10.0:10.0:34.0:10.0:10.0:10.0:10.0:25.0:10.0:9.0:9.0:209.0:90.0:229.0:175.0:341.0:10.0
68,69,44,女,重,735:667:697:100:106:868:820:812:96:118:549:532:482:881:870:621:910:916:278:369:208:8:9:1031:932,50.0:56.0:9.0:14.0:12.0:9.0:9.0:30.0:74.0:59.0:62.0:85.0:203.0:71.0:230.0:9.0:10.0:30.0:10.0:259.0:216.0:77.0:73.0:65.0:10.0,10.0:25.0:10.0:22.0:55.0:10.0:10.0:10.0:22.0:17.0:29.0:257.0:63.0:291.0:10.0:10.0:11.0:34.0:10.0:315.0:89.0:72.0:77.0:65.0:10.0
69,70,21,男,中,896:94:818:243:738:1:122:1024:471:106:943:181:203:809:621:10:850:966:692:669:909,297.0:11.0:43.0:240.0:9.0:58.0:9.0:9.0:200.0:90.0:79.0:73.0:259.0:59.0:9.0:94.0:125.0:12.0:9.0:9.0:50.0,299.0:9.0:11.0:255.0:24.0:10.0:10.0:10.0:351.0:91.0:24.0:10.0:159.0:10.0:15.0:140.0:10.0:26.0:10.0:10.0:40.0
70,71,45,男,重,668:638:622:212:930:908:935:694:849:1016:870:349:913:810:809:667:96:453:51:114:143,66.0:9.0:9.0:278.0:62.0:40.0:9.0:9.0:9.0:83.0:258.0:95.0:10.0:29.0:9.0:78.0:101.0:233.0:148.0:9.0:9.0,25.0:10.0:9.0:375.0:37.0:40.0:10.0:10.0:10.0:28.0:300.0:87.0:10.0:10.0:10.0:10.0:100.0:350.0:149.0:9.0:9.0
71,72,38,男,轻,917:826:809:195:906:810:948:738:930:697:667:870:918:254:194:871:94:103:466:460:113:149:637:64,10.0:14.0:26.0:188.0:119.0:24.0:49.0:9.0:19.0:9.0:9.0:124.0:40.0:10.0:302.0:57.0:9.0:114.0:225.0:124.0:15.0:10.0:10.0:126.0,11.0:10.0:20.0:394.0:76.0:10.0:23.0:10.0:17.0:10.0:10.0:89.0:27.0:10.0:87.0:136.0:10.0:90.0:10.0:341.0:11.0:10.0:10.0:151.0
72,73,43,女,中,870:896:663:872:625:622:207:287:185:940:943:986:94:101:822:863:180:130:120:38:674:667:738:926:925:451,40.0:122.0:75.0:135.0:9.0:27.0:164.0:184.0:151.0:48.0:10.0:10.0:106.0:9.0:51.0:9.0:9.0:9.0:9.0:133.0:16.0:20.0:9.0:35.0:12.0:253.0,60.0:136.0:9.0:102.0:9.0:9.0:127.0:51.0:223.0:31.0:10.0:33.0:91.0:9.0:18.0:14.0:9.0:8.0:9.0:152.0:10.0:10.0:21.0:28.0:12.0:350.0
73,74,35,女,中,706:695:458:817:95:576:1:871:452:626:195:911:203:647:667:94:950:951:870:909:185:965:887:180,21.0:10.0:188.0:10.0:91.0:152.0:150.0:88.0:10.0:10.0:110.0:40.0:280.0:10.0:10.0:11.0:36.0:10.0:139.0:10.0:10.0:28.0:74.0:15.0,10.0:10.0:218.0:26.0:86.0:122.0:149.0:104.0:10.0:10.0:144.0:10.0:137.0:10.0:10.0:15.0:25.0:10.0:115.0:36.0:135.0:27.0:79.0:15.0
74,75,33,女,重,634:454:630:909:926:142:452:135:921:112:1034:955:1049:832:813:690:882:202:287:95:9,9.0:53.0:9.0:10.0:30.0:43.0:252.0:9.0:10.0:21.0:46.0:10.0:19.0:10.0:10.0:52.0:300.0:135.0:233.0:101.0:149.0,9.0:39.0:9.0:10.0:30.0:9.0:310.0:9.0:10.0:9.0:16.0:48.0:10.0:10.0:15.0:49.0:301.0:102.0:302.0:100.0:150.0
75,76,31,女,重,112:870:696:908:910:113:915:667:896:871:713:620:627:641:1048:945:107:109:809:8:39:353:456,9.0:20.0:13.0:9.0:35.0:9.0:21.0:25.0:89.0:192.0:21.0:35.0:9.0:78.0:41.0:27.0:75.0:26.0:10.0:103.0:47.0:436.0:277.0,9.0:97.0:10.0:10.0:10.0:9.0:21.0:45.0:145.0:56.0:10.0:9.0:9.0:9.0:10.0:49.0:66.0:34.0:10.0:115.0:34.0:453.0:200.0
76,77,34,女,中,448:311:919:1:930:649:961:620:632:845:870:532:827:954:444:18:881:884:826:127:671:776:107,132.0:350.0:50.0:66.0:10.0:9.0:10.0:25.0:12.0:9.0:42.0:196.0:9.0:38.0:20.0:83.0:10.0:248.0:9.0:9.0:47.0:85.0:100.0,184.0:374.0:39.0:75.0:10.0:9.0:27.0:9.0:9.0:10.0:100.0:10.0:10.0:10.0:155.0:75.0:184.0:16.0:10.0:9.0:34.0:10.0:100.0
77,78,44,女,重,96:158:870:113:108:469:871:872:810:521:465:809:95:811:112:662:634:620:996:947:959:186:317:700:746:74:10:62:927,81.0:9.0:11.0:9.0:11.0:145.0:216.0:73.0:25.0:194.0:10.0:10.0:11.0:10.0:9.0:9.0:9.0:9.0:10.0:30.0:28.0:94.0:297.0:10.0:10.0:11.0:11.0:132.0:48.0,80.0:9.0:11.0:9.0:10.0:144.0:217.0:71.0:25.0:195.0:10.0:10.0:10.0:10.0:9.0:9.0:9.0:9.0:10.0:30.0:28.0:94.0:297.0:10.0:10.0:11.0:11.0:127.0:49.0
78,79,35,男,中,113:112:677:698:878:211:201:195:101:920:446:929:869:631:21,10.0:10.0:10.0:42.0:299.0:89.0:10.0:276.0:100.0:50.0:277.0:40.0:20.0:15.0:149.0,10.0:10.0:10.0:42.0:300.0:87.0:10.0:276.0:101.0:50.0:277.0:39.0:20.0:15.0:150.0
79,80,44,男,轻,870:780:871:940:909:950:96:97:812:108:880:1017:810:809:248:206:270:117:9:487:457:653:651,21.0:10.0:243.0:38.0:50.0:10.0:81.0:11.0:31.0:11.0:38.0:10.0:10.0:23.0:41.0:280.0:115.0:10.0:150.0:267.0:51.0:10.0:14.0,26.0:10.0:215.0:13.0:50.0:13.0:10.0:80.0:33.0:10.0:56.0:15.0:10.0:22.0:289.0:10.0:116.0:12.0:150.0:142.0:136.0:13.0:10.0
80,81,39,女,中,667:37:94:97:67:648:653:809:825:870:888:465:472:810:492:672:682:365:115:938:956:910,13.0:78.0:87.0:56.0:28.0:10.0:15.0:21.0:9.0:283.0:16.0:51.0:81.0:9.0:218.0:9.0:9.0:167.0:10.0:10.0:59.0:50.0,10.0:77.0:90.0:10.0:73.0:10.0:10.0:10.0:10.0:226.0:72.0:118.0:60.0:10.0:28.0:24.0:10.0:228.0:10.0:10.0:43.0:40.0
81,82,22,男,轻,3:639:625:615:921:35:936:908:29:113:1002:165:877:870:112:925:901:104:96:813:843:296:684,57.0:9.0:9.0:299.0:10.0:80.0:10.0:22.0:13.0:9.0:34.0:9.0:25.0:227.0:9.0:18.0:48.0:89.0:11.0:32.0:27.0:431.0:10.0,46.0:9.0:9.0:200.0:10.0:82.0:37.0:30.0:24.0:9.0:10.0:9.0:94.0:178.0:9.0:10.0:27.0:17.0:84.0:15.0:15.0:300.0:11.0
82,83,33,男,中,895:35:858:92:870:900:827:650:624:49:810:703:185:186:518:129:124:132:98:929:959:919,55.0:10.0:40.0:131.0:58.0:186.0:33.0:9.0:9.0:10.0:9.0:9.0:252.0:103.0:284.0:9.0:9.0:9.0:100.0:10.0:58.0:66.0,163.0:10.0:10.0:120.0:43.0:92.0:10.0:9.0:9.0:18.0:23.0:10.0:99.0:375.0:339.0:9.0:9.0:9.0:100.0:28.0:12.0:40.0
83,84,36,女,中,809:921:813:912:42:662:213:95:100:106:672:674:887:874:465:942:961:120,10.0:21.0:45.0:19.0:151.0:26.0:405.0:42.0:48.0:13.0:10.0:10.0:147.0:153.0:294.0:10.0:54.0:59.0,10.0:29.0:36.0:11.0:150.0:25.0:300.0:9.0:9.0:81.0:10.0:10.0:124.0:175.0:265.0:37.0:38.0:10.0
84,85,44,男,轻,875:24:621:23:870:841:125:881:114:464:614:219:934:950:688:20:815:667:228:641:809:195:622:742:95:909,274.0:121.0:39.0:19.0:11.0:9.0:70.0:15.0:9.0:271.0:79.0:153.0:56.0:18.0:9.0:10.0:13.0:80.0:69.0:64.0:85.0:159.0:9.0:69.0:100.0:90.0,281.0:10.0:9.0:10.0:10.0:9.0:9.0:10.0:9.0:9.0:342.0:119.0:30.0:30.0:9.0:131.0:9.0:25.0:10.0:9.0:9.0:298.0:9.0:9.0:101.0:43.0
85,86,34,女,轻,622:462:811:648:620:113:870:814:198:112:670:667:98:1031:94:845:878:871:300:344:107:3:924,9.0:271.0:10.0:9.0:9.0:9.0:125.0:10.0:233.0:9.0:26.0:15.0:47.0:75.0:13.0:10.0:23.0:153.0:10.0:162.0:43.0:150.0:40.0,9.0:271.0:10.0:9.0:9.0:9.0:137.0:10.0:218.0:9.0:24.0:15.0:46.0:75.0:12.0:10.0:20.0:143.0:10.0:162.0:42.0:150.0:40.0
86,87,27,女,轻,95:92:667:120:901:94:858:926:872:457:900:115:812:129:950:952:620:607:645:999:632:478:185,21.0:146.0:10.0:9.0:13.0:81.0:31.0:39.0:260.0:44.0:23.0:9.0:17.0:9.0:10.0:31.0:9.0:122.0:9.0:10.0:9.0:115.0:413.0,20.0:148.0:10.0:9.0:15.0:80.0:31.0:39.0:256.0:44.0:27.0:9.0:17.0:9.0:10.0:31.0:9.0:120.0:9.0:10.0:9.0:115.0:413.0
87,88,20,男,重,100:638:884:113:861:185:94:924:311:913:198:112:809:901:914:95:14:19:820:12:135:686:795:695:451:998,10.0:9.0:148.0:10.0:9.0:54.0:10.0:10.0:264.0:10.0:139.0:9.0:31.0:153.0:29.0:82.0:18.0:115.0:9.0:18.0:9.0:27.0:9.0:9.0:271.0:60.0,11.0:9.0:153.0:9.0:10.0:37.0:11.0:15.0:131.0:15.0:234.0:9.0:10.0:147.0:10.0:79.0:10.0:129.0:10.0:10.0:9.0:10.0:10.0:25.0:340.0:40.0
88,89,45,女,重,755:108:74:908:202:894:449:1:104:129:120:446:909:521:942:620:858,65.0:79.0:116.0:21.0:193.0:204.0:170.0:33.0:20.0:9.0:9.0:169.0:25.0:10.0:66.0:16.0:10.0,51.0:80.0:70.0:21.0:234.0:220.0:170.0:80.0:21.0:10.0:10.0:169.0:22.0:10.0:44.0:15.0:10.0
89,90,29,女,重,688:859:888:919:881:896:911:908:11:74:46:300:951:990:527:120:152:116:631:98,10.0:65.0:40.0:39.0:59.0:200.0:9.0:9.0:100.0:24.0:24.0:300.0:65.0:10.0:272.0:9.0:9.0:19.0:9.0:100.0,61.0:10.0:19.0:10.0:147.0:132.0:30.0:10.0:11.0:130.0:11.0:367.0:54.0:16.0:301.0:9.0:9.0:9.0:9.0:101.0
90,91,42,女,中,101:660:95:940:112:908:632:872:892:951:923:178:886:919:830:814:222:195:190:674:549:446:29,43.0:9.0:105.0:10.0:9.0:9.0:9.0:52.0:197.0:65.0:85.0:23.0:52.0:9.0:28.0:10.0:70.0:110.0:320.0:35.0:340.0:9.0:101.0,9.0:9.0:92.0:10.0:9.0:10.0:9.0:59.0:181.0:31.0:30.0:9.0:59.0:10.0:28.0:10.0:10.0:24.0:464.0:32.0:329.0:10.0:150.0
91,92,34,女,中,448:868:454:532:820:817:1:83:348:343:311:675:706:997:935:651:622:874:94:911:928:135,9.0:10.0:216.0:132.0:10.0:10.0:67.0:71.0:170.0:216.0:90.0:35.0:10.0:48.0:13.0:71.0:25.0:300.0:133.0:44.0:9.0:9.0,10.0:10.0:328.0:12.0:21.0:10.0:83.0:68.0:66.0:362.0:10.0:10.0:24.0:13.0:32.0:15.0:10.0:300.0:101.0:40.0:10.0:10.0
92,93,22,男,重,1031:685:91:48:919:689:517:20:952:930:188:820:888:814:837:894:870:143:625:96,65.0:32.0:27.0:14.0:50.0:9.0:215.0:109.0:9.0:190.0:402.0:9.0:260.0:142.0:9.0:19.0:21.0:9.0:78.0:100.0,45.0:35.0:130.0:10.0:50.0:10.0:266.0:10.0:10.0:19.0:460.0:10.0:285.0:10.0:10.0:9.0:9.0:10.0:25.0:101.0
93,94,18,男,中,676:212:311:455:113:348:125:131:728:463:694:486:957:941:11:622:94:884:920:908:832,9.0:363.0:10.0:10.0:9.0:40.0:60.0:63.0:34.0:327.0:9.0:10.0:148.0:83.0:150.0:28.0:100.0:300.0:24.0:35.0:102.0,9.0:393.0:56.0:230.0:9.0:21.0:9.0:9.0:24.0:10.0:9.0:109.0:40.0:10.0:150.0:9.0:100.0:299.0:10.0:40.0:31.0
94,95,29,男,中,916:825:1001:1:961:959:63:677:95:188:96:350:94:4:696:667:817:899:886:629:540:129,39.0:10.0:28.0:40.0:10.0:10.0:82.0:10.0:52.0:172.0:10.0:236.0:36.0:26.0:10.0:10.0:15.0:125.0:174.0:25.0:200.0:10.0,40.0:10.0:28.0:41.0:10.0:10.0:83.0:10.0:53.0:172.0:11.0:236.0:37.0:27.0:10.0:10.0:15.0:124.0:175.0:25.0:199.0:10.0
95,96,18,女,轻,918:620:763:621:622:865:919:884:932:942:938:574:531:117:185:193:96:30,40.0:9.0:10.0:9.0:9.0:46.0:10.0:300.0:29.0:10.0:36.0:187.0:83.0:9.0:85.0:293.0:101.0:149.0,10.0:9.0:10.0:9.0:9.0:37.0:40.0:300.0:10.0:39.0:10.0:189.0:81.0:9.0:188.0:194.0:100.0:149.0
96,97,36,女,轻,311:158:94:350:934:187:62:927:612:642:914:930:799:110:918:929:98:651:116:667:113:824:848:871:880,161.0:9.0:87.0:156.0:34.0:89.0:140.0:22.0:280.0:9.0:10.0:10.0:10.0:9.0:18.0:10.0:9.0:9.0:9.0:15.0:9.0:17.0:10.0:268.0:32.0,161.0:9.0:81.0:148.0:29.0:89.0:150.0:22.0:243.0:9.0:10.0:10.0:10.0:11.0:18.0:10.0:11.0:9.0:9.0:15.0:9.0:17.0:10.0:270.0:29.0
97,98,39,女,中,48:688:112:113:481:531:845:110:894:868:105:195:870:139:1:919:295:815:100:292:958:954:638,81.0:10.0:9.0:9.0:150.0:130.0:10.0:40.0:87.0:10.0:43.0:142.0:213.0:9.0:68.0:42.0:248.0:33.0:17.0:10.0:40.0:10.0:9.0,92.0:38.0:9.0:9.0:155.0:105.0:10.0:31.0:78.0:17.0:10.0:236.0:223.0:9.0:57.0:50.0:161.0:10.0:58.0:10.0:10.0:36.0:9.0
98,99,31,男,中,916:909:963:680:803:90:92:910:675:12:466:901:888:107:639:119:118:822:831:816:365,10.0:10.0:40.0:19.0:9.0:14.0:14.0:30.0:16.0:122.0:258.0:41.0:255.0:100.0:10.0:10.0:15.0:9.0:9.0:9.0:197.0,10.0:30.0:40.0:10.0:16.0:13.0:13.0:10.0:10.0:124.0:350.0:88.0:211.0:100.0:10.0:15.0:10.0:10.0:10.0:19.0:150.0
99,100,33,男,重,684:915:144:192:810:671:95:809:930:444:185:489:831:223:94:667:908:147:447:929:112:960:624:661:88:875,43.0:10.0:9.0:61.0:9.0:76.0:90.0:9.0:9.0:212.0:312.0:129.0:9.0:126.0:10.0:58.0:40.0:9.0:10.0:62.0:40.0:9.0:9.0:41.0:150.0:300.0,25.0:25.0:9.0:185.0:10.0:10.0:88.0:10.0:16.0:10.0:303.0:248.0:10.0:11.0:10.0:10.0:15.0:9.0:75.0:23.0:9.0:10.0:9.0:9.0:152.0:300.0
100,101,43,男,轻,189:24:86:1010:276:930:879:909:668:880:100:926:888:923:667:205:109:94:670:818:811:551:644:170,22.0:89.0:59.0:65.0:344.0:10.0:44.0:30.0:10.0:42.0:10.0:10.0:212.0:10.0:10.0:133.0:10.0:80.0:10.0:17.0:27.0:289.0:12.0:22.0,22.0:91.0:60.0:65.0:344.0:10.0:44.0:30.0:10.0:43.0:11.0:10.0:209.0:10.0:10.0:133.0:11.0:81.0:10.0:17.0:27.0:289.0:12.0:22.0
101,102,45,女,重,935:686:444:226:920:228:445:94:675:751:185:862:457:861:809:95:96:25:620:629:132:871,138.0:9.0:88.0:234.0:50.0:204.0:80.0:9.0:9.0:9.0:62.0:37.0:182.0:189.0:9.0:90.0:9.0:150.0:64.0:139.0:9.0:300.0,39.0:9.0:272.0:92.0:50.0:50.0:63.0:9.0:20.0:9.0:358.0:9.0:15.0:15.0:9.0:82.0:9.0:149.0:15.0:10.0:10.0:300.0
102,103,38,女,重,1:623:4:620:465:78:445:444:899:870:660:892:105:111:923:909:985:962:823:204:157:123:685:762:679,31.0:9.0:109.0:9.0:79.0:13.0:10.0:260.0:155.0:117.0:9.0:28.0:55.0:47.0:10.0:40.0:10.0:32.0:45.0:424.0:9.0:9.0:10.0:10.0:10.0,15.0:8.0:120.0:9.0:10.0:15.0:49.0:291.0:142.0:141.0:9.0:17.0:91.0:10.0:33.0:16.0:14.0:27.0:10.0:299.0:9.0:9.0:10.0:13.0:23.0
103,104,44,女,中,653:646:1033:934:945:642:810:863:94:686:90:871:900:203:190:910:925:473:117,9.0:9.0:35.0:10.0:10.0:9.0:17.0:12.0:100.0:12.0:151.0:143.0:157.0:171.0:270.0:28.0:13.0:282.0:9.0,9.0:9.0:26.0:11.0:10.0:9.0:12.0:12.0:100.0:16.0:151.0:126.0:173.0:85.0:296.0:11.0:29.0:350.0:9.0
104,105,35,男,重,95:521:868:809:466:1067:948:109:94:859:878:641:912:923:43:112:124:113:399:737,68.0:129.0:29.0:26.0:123.0:10.0:46.0:23.0:11.0:10.0:300.0:9.0:40.0:10.0:151.0:9.0:9.0:9.0:400.0:10.0,10.0:113.0:10.0:10.0:194.0:19.0:22.0:80.0:10.0:23.0:300.0:9.0:12.0:28.0:149.0:9.0:9.0:9.0:390.0:10.0
105,106,43,男,重,819:908:669:914:929:746:521:621:956:115:919:682:114:113:817:74:34:844:1061:94:189:898,12.0:39.0:22.0:9.0:59.0:9.0:209.0:9.0:9.0:9.0:9.0:10.0:9.0:9.0:9.0:14.0:113.0:9.0:9.0:121.0:331.0:156.0,10.0:10.0:9.0:10.0:35.0:10.0:198.0:9.0:10.0:9.0:21.0:10.0:9.0:9.0:10.0:70.0:82.0:10.0:10.0:101.0:410.0:299.0
106,107,25,男,轻,918:969:186:212:649:656:838:929:937:809:99:870:908:924:843:468:669:16:172:140,55.0:72.0:17.0:313.0:9.0:9.0:9.0:9.0:9.0:9.0:81.0:300.0:35.0:61.0:9.0:350.0:79.0:169.0:9.0:9.0,30.0:10.0:17.0:301.0:9.0:10.0:10.0:36.0:10.0:10.0:100.0:300.0:10.0:10.0:45.0:240.0:10.0:151.0:9.0:9.0
107,108,23,男,中,106:843:104:140:198:311:139:926:444:909:133:874:873:910:350:97:870:946:930:624:633:625:10:668,53.0:57.0:61.0:9.0:85.0:94.0:79.0:31.0:350.0:9.0:60.0:280.0:10.0:9.0:298.0:10.0:10.0:53.0:21.0:72.0:9.0:9.0:125.0:10.0,80.0:10.0:10.0:9.0:61.0:84.0:9.0:10.0:200.0:10.0:9.0:128.0:130.0:30.0:324.0:10.0:40.0:14.0:26.0:9.0:8.0:9.0:150.0:61.0
108,109,41,男,重,444:929:642:445:935:633:622:832:451:809:839:909:908:875:870:11:194:185:102:667:138,148.0:77.0:64.0:192.0:49.0:91.0:9.0:137.0:10.0:9.0:9.0:30.0:20.0:169.0:131.0:151.0:147.0:272.0:100.0:63.0:9.0,330.0:21.0:9.0:10.0:19.0:9.0:9.0:10.0:10.0:10.0:17.0:27.0:13.0:290.0:9.0:151.0:249.0:160.0:100.0:37.0:9.0
109,110,36,男,中,229:849:960:929:95:938:106:695:396:274:817:94:814:139:2:15:642:450:477:882:879:921,105.0:91.0:10.0:58.0:17.0:9.0:66.0:9.0:102.0:201.0:9.0:17.0:9.0:10.0:61.0:89.0:25.0:209.0:141.0:129.0:172.0:40.0,38.0:32.0:19.0:10.0:10.0:29.0:10.0:10.0:116.0:147.0:10.0:80.0:10.0:10.0:72.0:79.0:25.0:230.0:50.0:61.0:240.0:39.0
110,111,21,男,轻,678:682:917:708:951:921:939:820:646:942:856:910:653:648:187:301:111:907:882:118:33:32:581,10.0:33.0:10.0:10.0:44.0:10.0:10.0:10.0:9.0:10.0:10.0:30.0:9.0:9.0:128.0:289.0:100.0:117.0:184.0:9.0:70.0:80.0:243.0,10.0:10.0:10.0:10.0:34.0:10.0:10.0:10.0:9.0:10.0:35.0:30.0:9.0:9.0:322.0:116.0:100.0:111.0:189.0:9.0:74.0:76.0:309.0
111,112,44,男,中,66:891:878:156:670:872:19:185:451:190:116:126:210:710:444:445:1:667:836:825:930:915:103:98:632,93.0:95.0:100.0:9.0:9.0:106.0:46.0:89.0:246.0:45.0:9.0:9.0:322.0:9.0:94.0:10.0:12.0:9.0:9.0:37.0:73.0:42.0:91.0:11.0:9.0,80.0:19.0:142.0:9.0:10.0:140.0:48.0:146.0:261.0:246.0:9.0:9.0:106.0:10.0:78.0:10.0:21.0:10.0:10.0:20.0:40.0:40.0:90.0:10.0:9.0
112,113,22,女,中,908:913:6:226:810:311:313:450:63:803:444:811:870:871:667:883:680:630:932:1035:94:96:106:181,40.0:10.0:85.0:121.0:9.0:171.0:208.0:340.0:54.0:14.0:9.0:30.0:77.0:116.0:35.0:108.0:33.0:49.0:10.0:53.0:12.0:91.0:10.0:9.0,35.0:10.0:141.0:59.0:10.0:178.0:182.0:341.0:9.0:24.0:9.0:10.0:79.0:79.0:12.0:144.0:10.0:25.0:28.0:11.0:10.0:10.0:80.0:10.0
113,114,26,女,重,913:924:951:927:871:984:870:872:699:667:690:147:144:112:610:525:11:48:235:231:189:97:814:624,9.0:9.0:10.0:98.0:187.0:65.0:9.0:113.0:90.0:40.0:9.0:9.0:9.0:35.0:10.0:276.0:127.0:24.0:206.0:284.0:10.0:101.0:9.0:9.0,30.0:10.0:10.0:10.0:275.0:40.0:13.0:13.0:9.0:46.0:9.0:9.0:9.0:9.0:10.0:339.0:69.0:81.0:236.0:103.0:159.0:100.0:9.0:9.0
114,115,30,男,轻,573:31:716:71:688:549:444:681:173:890:874:812:816:869:219:300:944:946:636:650:631:922:913:102:96,202.0:86.0:10.0:62.0:24.0:42.0:27.0:10.0:9.0:117.0:183.0:10.0:10.0:10.0:187.0:211.0:32.0:37.0:9.0:9.0:9.0:10.0:40.0:34.0:65.0,264.0:93.0:10.0:57.0:24.0:42.0:27.0:10.0:9.0:68.0:232.0:10.0:10.0:10.0:125.0:200.0:30.0:32.0:9.0:9.0:9.0:10.0:40.0:35.0:66.0
115,116,43,男,重,909:630:620:63:924:933:662:938:9:32:1069:453:95:373:256:129:163:864:681:752:904:898,34.0:8.0:9.0:107.0:10.0:10.0:9.0:22.0:21.0:20.0:10.0:286.0:100.0:223.0:96.0:9.0:9.0:21.0:10.0:10.0:249.0:50.0,38.0:9.0:9.0:121.0:10.0:10.0:9.0:24.0:15.0:15.0:10.0:200.0:100.0:282.0:39.0:9.0:9.0:10.0:10.0:24.0:56.0:242.0
116,117,25,男,中,637:128:635:120:158:812:914:951:929:201:207:16:105:694:609:886,9.0:9.0:123.0:87.0:9.0:41.0:40.0:165.0:9.0:201.0:235.0:71.0:178.0:10.0:289.0:303.0,9.0:9.0:10.0:9.0:9.0:65.0:50.0:10.0:42.0:260.0:138.0:151.0:101.0:10.0:350.0:299.0
117,118,28,女,重,122:630:935:94:118:922:914:690:681:107:804:623:639:900:3:468:276:835,9.0:8.0:62.0:91.0:9.0:38.0:10.0:24.0:10.0:10.0:10.0:9.0:9.0:242.0:150.0:224.0:369.0:30.0,9.0:9.0:40.0:91.0:9.0:31.0:10.0:10.0:10.0:11.0:27.0:8.0:9.0:300.0:150.0:262.0:300.0:10.0
118,119,19,男,重,909:450:30:809:101:171:109:927:161:158:94:908:872:898:871:930:929:661:640:224:688:721:667,30.0:350.0:124.0:45.0:26.0:9.0:10.0:10.0:9.0:40.0:90.0:10.0:109.0:148.0:42.0:10.0:54.0:9.0:8.0:413.0:10.0:10.0:10.0,10.0:350.0:151.0:10.0:10.0:9.0:81.0:25.0:9.0:9.0:10.0:10.0:76.0:114.0:110.0:20.0:19.0:9.0:8.0:300.0:10.0:22.0:10.0
119,120,38,男,轻,676:631:100:120:222:115:112:621:14:920:827:894:908:578:192:103:630:955:1054,14.0:8.0:10.0:9.0:72.0:9.0:9.0:9.0:151.0:25.0:26.0:253.0:25.0:275.0:302.0:90.0:9.0:29.0:10.0,26.0:9.0:49.0:9.0:160.0:9.0:9.0:9.0:149.0:40.0:26.0:296.0:10.0:200.0:232.0:52.0:9.0:30.0:11.0
